tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt4971344,"In 1850s Oregon, the infamous duo of assassins, Eli and Charlie Sisters, chase a gold prospector and his unexpected ally.Based on Patrick DeWitt's novel, The Sisters Brothers revolves around the colorfully named gold prospector Hermann Kermit Warm, who's being pursued across 1000 miles of 1850s Oregon desert to San Francisco by the notorious assassins Eli and Charlie Sisters. Except Eli is having a personal crisis and beginning to doubt the longevity of his chosen career. And Hermann might have a better offer.The story follows Eli and Charlie Sisters, two hit-men brothers in the pay of a wealthy man known only as the Commodore, who tasks them with killing a man named Hermann Warm. The Commodore claims that Warm stole from him and left town. Eli comments that he finds it suspicious how many people seem to steal from a dangerous man like the Commodore, but Charlie defends their employer. Warm is being tracked by John Morris, a scout also in the Commodore's employ. Morris finds Warm traveling by wagon train south to California with the Gold Rush and befriends him. Warm complains of the difficulties involved in his trip, and Morris helps him by buying him a horse and traveling with him to Jacksonville where, unbeknownst to Warm, Morris has arranged to rendezvous with the Sisters brothers. When they arrive, Warm finds handcuffs in Morris's bags, realizes what Morris's true intentions are, and threatens Morris with a gun. However, Morris overpowers him and restrains him. While he is tied up, Warm reveals that he is en route to California to find gold using a chemical substance of his own devising. The Sisters brothers have been sent to retrieve the formula from him, which he expects they will do by means of torture before killing him. Unable to stand the thought of allowing an innocent man to be murdered for the Commodore's profit, Morris frees Warm and leaves Jacksonville with him. On the road toward San Francisco, Warm reveals that his ultimate plan is to create a Utopian society, free from greed and other social ills, in Texas..",Western,movie,The Sisters Brothers,Les frères Sisters,0,2018,\N,122,"Comedy,Crime,Drama"
tt6412452,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",Western,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,\N,133,"Comedy,Drama,Musical"
tt7744192,"In a remote and dark place in the outback of Western Australia, the wanted man Leon Murphey (Ben Mortley) leaves his family in a bid to ensure their safety. While being transported by Captain Dalton (Michael Muntz), Leon's daughter (Isabella Jacqueline) is captured by the cruel Maitland (Steve Turner). The journey soon becomes a chaotic tale of revenge and murder within the ever-changing terrain of Western Australia.",Western,movie,The Decadent and Depraved,The Decadent and Depraved,0,2018,\N,\N,"Action,Adventure,Comedy"
tt4892706,"Set in the world of underground poker- When a geek and his girlfriend get extorted by a thug, they hire a rogue assassin that leads to unexpected results.",Western,movie,The Trouble,The Trouble,0,2018,\N,86,Western
tt7605084,"After a her husband is brutally murdered, a widowed homesteader seeks revenge and leaves everything behind to hunt down his killer.",Western,movie,A Reckoning,A Reckoning,0,2018,\N,80,Western
tt6102318,"Two Fur Traders on the Run from Shoshone Indians Test the Bonds of Brotherhood.Fur trappers Abel and Henry Iron struggle to make a living in a dying industry in the Rocky Mountains. Following in their late father's footsteps, they travel the mountains searching for beaver, carving out a meager existence in the western wilderness. When Abel encounters a band of Shoshone Indians, a misunderstanding leaves one indian dead and the Iron Brothers on the run. Together, Abel and Henry flee into the mountains to escape the warriors that are pursuing them. In the end, they will learn if the bond of brotherhood is enough to save them.",Western,movie,Iron Brothers,Iron Brothers,0,2018,\N,92,"Action,Adventure,Drama"
tt8690450,"Second contest edition in which 9 short movies are written, shot and edited within 72 hours. Primary goal, besides promoting the city of The Hague, was to use 'western' as the main genre.'Achter De Duinen' tells the story of Flo who breaks free from her boring country life and discovers love in the big city. 'De Hoed, De Pet En De Buggy' shows a funny standoff between three ordinary people in a warehouse. Chuck Jones tries to scatter his deceased mother on the beach in 'Private Affairs', only to accidentally switch her ashes with the package of a drug courier. Two cowboys try to escape their isolated world in 'Reis Naar Het Paradijs'. We get to see what really happened in 'The Truth About Billy The Kid' when present and past are being mixed. 'Er Was Eens...' gives a feminist look about women's oppression and their eternal fight for freedom and justice. 'Je Durft Het Niet' is about a nice guy who struggles with his inner evil self. Eventually the selling of a special bike is the center of 'Geluksijzer'.",Western,movie,72hrs the Hague: Western,72hrs the Hague: Western,0,2018,\N,45,"Action,Adventure,Comedy"
tt8671600,"In a desolate town in the western United States, Stan, known as the ""mad artist"", established his own power here, and he became the most powerful person in the town. Juvenile is a simple child. His biggest dream at this stage is to upgrade his scooter into a heavy locomotive. For this reason, he found an opportunity to help Stan work. At the same time, Chan, who came to the town to investigate the death of her boyfriend, was approaching Stan. She also applied to become a caregiver looking after the Stanley House. When Chan first arrived in the town, the cautious Shi Dan paid attention to this temperamental Chinese girl. And Heng loves the beautiful Can at first sight, deeply likes her - A lonely boy, a girl who bears hatred, a bloodthirsty killer, is about to start in this desolate barren land. The bloody hurricane.",Western,movie,West of nowhere,West of nowhere,0,2018,\N,63,"Crime,Romance,Western"
tt7141520,"13 yrs after the American Civil War, in a strange town in New Mexico, a gunfighter and his gambler woman search for the lost Confederate fortune. Things turn deadly when they cross paths with a demented preacher who has other plans.",Western,movie,A Prayer for the Damned,A Prayer for the Damned,0,2018,\N,\N,Western
tt4287470,"A gunslinger, a vengeful ex-slave, and a runaway board a midnight train to Atlanta. They discover that the train is haunted by a sinister force, and must fight to survive the night.Georgia, 1872 - seven years after the end of the Civil War. On a midnight train to Atlanta, Jericho Whitfield, a brilliant former slave, plans to avenge the murder of his daughter - who was scalped by his old master. Jericho's mission is to scalp and kill Annie Hargraves - his old master's rebellious, street-smart teenage daughter. A clean eye for an eye revenge. The only thing standing in Jericho's way is Roland Bursley, a vicious mercenary hired to protect Annie on her trip to Atlanta. But Roland, Annie, and Jericho soon discover that there is something far scarier than the three of them on the train - and they will have to work together if they want to survive the midnight journey to Atlanta.",Western,movie,West of Hell,West of Hell,0,2018,\N,90,"Fantasy,Horror,Western"
tt8034372,"A cowboy rides into a rich desert mining town where no-one longer needs to work, and stir things up to what may very well be the town's final days. A comical adventure western with heavy political undertones of the world we live in today.",Western,movie,Vann over ild,Vann over ild,0,2018,\N,90,"Adventure,Comedy,Western"
tt5572856,A group of unlikely friends get together for an epic trading card tournament only to have a beautiful outsider turn everything on its head.,Western,movie,Tournament,Tournament,0,2018,\N,82,"Adventure,Comedy,Fantasy"
tt6418918,"A modern Western about two sisters who work outside the law to better their livesA modern Western that tells the story of two sisters, Ollie and Deb, who are driven to work outside the law to better their lives. For years, Ollie has illicitly helped the struggling residents of her North Dakota oil boomtown access Canadian health care and medication. When the authorities catch on, she plans to abandon her crusade, only to be dragged in even deeper after a desperate plea for help from her sister.",Western,movie,Little Woods,Little Woods,0,2018,\N,105,"Crime,Drama,Western"
tt5503472,"Aged, ill, and unable to reconcile the man he was to who he has become, Flynn is hell-bent on exiting this life in a blaze of glory.Gone Are the Days follows the story of notorious outlaw, Taylon Flynn. Aged, ill, and unable to reconcile the man he was to who he has become, Flynn is hell-bent on exiting this life in a blaze of glory. His plans go awry upon the discovery of the sordid life his estranged daughter is forced to live. To save her, he must summon the inner demons he purged long ago, and finds that redemption is a hard road to travel.",Western,movie,Gone Are the Days,Gone Are the Days,0,2018,\N,99,Western
tt7936224,"""An astronaut from the year 2113, is transported back in time to the nineteenth century, to save a woman doctor who's found a cure for cancer""",Western,movie,The Frontiersman,The Frontiersman,0,2018,\N,87,Western
tt5960386,"The film and developing TV series portrays life in 1800's Michigan, focusing on a Civil War vet trying to make peace with his losses and start a new life despite the world resisting change around him.",Western,movie,Wild Faith,Wild Faith,0,2018,\N,100,Western
